BOE_Prodoction_2 year cum,BOE_Production_6mon cum,TOC,Permeability...d.,Brittleness,Porosity,Thickness,Vclay,TVD,Surf.Lat,Surf.Lon,Lateral..ft.,GPI (gross perforated interval ft),Proppant.per.GPI..lb.ft.,Fluid.per.GPI..gal.ft.,Total.Proppant.Volume,Total.Fluid,API.Gravity,Fluid.Type
272913.5,125934,3.94,0.63,29.2,0.088,209,0.18,13278,28.82797,-97.79282,6231,5282,1441.499432,1043.32393,7614000,5510837,61,XLINK
136035,80040.5,3.69,0.45,28.3,0.08,165,0.21,10694,28.42339,-98.70262,7430,6277,1321.331846,917.8489724,8294000,5761338,44,XLINK
193227,105066,4.86,0.98,25.1,0.105,244,0.21,13142,28.86681,-97.74112,4907,4142,1577.498793,1120.049734,6534000,4639246,59,XLINK
220421,115826,3.18,0.33,29.9,0.071,135,0.23,9999,28.4496,-98.79127,5614,4693,2117.62199,2043.888131,9938000,9591967,43,SLKW
152214,69652.5,4.43,0.67,25.5,0.095,183,0.22,6482,28.28159,-99.95623,5944,4940,823.0769231,705.1748988,4066000,3483564,47,SLKW
109556.5,50250,2.46,0.02,18.5,0.053,261,0.4,7657,30.45629,-96.70865,6865,5701,712.8573934,669.9326434,4064000,3819286,36,XLINK
97946.5,36281.5,3.18,0.43,29.7,0.07,98,0.23,8262,28.32961,-99.4611,5461,4471,1327.667189,1793.046298,5936000,8016710,52,SLKW
356997.5,175101.5,4.79,0.95,24.4,0.103,162,0.23,12682,28.96199,-97.75177,4738,3877,2072.736652,1431.498839,8036000,5549921,53,XLINK
117433.5,73114.5,3.92,0.48,27.6,0.085,190,0.22,5911,28.22784,-100.06485,9785,7850,773.7579618,1721.921529,6074000,13517084,51,GEL
232095,83443.5,3.87,0.56,25.7,0.085,139,0.26,11319,29.07546,-97.70919,4750,5035,924.7269116,836.7416087,4656000,4212994,47,XLINK
219592.5,97936.5,3.86,0.56,25.7,0.085,139,0.26,11322,29.07548,-97.70913,4764,5035,990.6653426,892.4236346,4988000,4493353,43,XLINK
128022.5,47395.5,2.64,0.18,32,0.06,79,0.29,9841,29.03286,-97.93817,7254,7532,1023.101434,868.3048327,7706000,6540072,45,XLINK
363921.5,171884,3.36,0.38,23.4,0.075,176,0.26,12050,29.25452,-97.39824,6094,6274,943.5766656,854.0723621,5920000,5358450,78,XLINK
471952.5,186472.5,3.36,0.38,23.4,0.075,176,0.26,12031,29.2545,-97.39828,6511,6695,941.5982076,829.5514563,6304000,5553847,79,XLINK
189613,82397.5,2.84,0.25,28.9,0.064,99,0.27,7724,28.7276,-98.80292,10771,10876,1568.223612,1158.007356,17056000,12594488,32,XLINK
243007,90952,2.64,0.18,32,0.06,79,0.29,9839,29.03291,-97.93816,7110,7161,1014.662757,856.2344645,7266000,6131495,44,XLINK
389476.5,201695.5,3.36,0.38,23.4,0.075,176,0.26,12039,29.25449,-97.39833,5391,5427,944.9051041,836.1376451,5128000,4537719,79,XLINK
346001.5,163740.5,2.23,0.1,22.3,0.051,141,0.35,10506,29.58375,-97.17328,7725,7739,1716.759271,2139.216953,13286000,16555400,41,XLINK
166862.5,96070,3.17,0.27,21.6,0.071,190,0.3,11362,29.35513,-97.32661,5086,5090,3135.559921,2822.284479,15960000,14365428,44,SLKW
103543,50897.5,3.07,0.35,29,0.068,116,0.28,7917,28.45099,-99.29227,5420,5410,1490.942699,1319.57098,8066000,7138879,42,XLINK
94950,44540.5,3.07,0.35,29,0.068,116,0.28,7899,28.45099,-99.29233,6185,6173,1892.110805,1678.09088,11680000,10358855,43,XLINK
205386.5,90676.5,2.84,0.25,28.9,0.064,99,0.27,7731,28.72763,-98.80288,10389,10353,1593.547764,1102.008017,16498000,11409089,32,XLINK
224356.5,110983,2.34,0.06,16.5,0.052,576,0.47,10570,30.62153,-96.23546,7497,7466,2026.252344,1790.424458,15128000,13367309,51,XLINK
184609.5,98211.5,3.01,0.34,31.1,0.068,134,0.23,12180,28.85882,-97.92744,4902,4881,968.2442123,763.7258758,4726000,3727746,40,XLINK
274585,128215.5,3.41,0.4,27.4,0.076,132,0.27,10575,29.08263,-97.74715,4791,4750,2974.736842,2367.659368,14130000,11246382,42,SLKW
371255,197103,2.21,0.09,23.6,0.051,165,0.35,11390,29.50625,-97.20143,7008,6941,2482.639389,2546.861259,17232000,17677764,40,SLKW
213372,105705.5,2.94,0.24,28.5,0.066,87,0.27,9037,28.74935,-98.48515,8965,8876,1660.432627,2050.5,14738000,18200238,35,SLKW
171128.5,97766.5,3.15,0.28,22.2,0.07,193,0.29,11818,29.32434,-97.3174,3820,3769,3058.636243,3004.714778,11528000,11324770,49,SLKW
160617,84337,3.15,0.28,22.2,0.071,193,0.29,11802,29.32454,-97.31716,3954,3899,3069.505001,3233.501667,11968000,12607423,46,SLKW
280046,157230.5,2.21,0.09,23.6,0.051,165,0.35,11404,29.50628,-97.20132,6948,6821,2521.917607,2886.099692,17202000,19686086,41,SLKW
133467,64466,3.93,0.57,28,0.088,142,0.21,11072,28.67651,-98.27275,7194,7046,1052.512064,755.2428328,7416000,5321441,47,XLINK
120139,58476,3.93,0.57,28,0.088,142,0.21,11067,28.67645,-98.27282,7277,7124,618.192027,588.2818641,4404000,4190920,44,XLINK
199026.5,101955.5,2.92,0.31,29.9,0.065,123,0.27,8736,28.4477,-99.18697,10531,10302,1486.313337,1486.119977,15312000,15310008,44,XLINK
196222.5,103182.5,2.92,0.31,29.9,0.065,123,0.27,8722,28.448,-99.187,10359,10103,1517.173117,1484.978323,15328000,15002736,45,XLINK
131455.5,69483.5,3.93,0.57,28,0.088,142,0.21,11050,28.67667,-98.27254,6996,6812,623.0182032,583.7467704,4244000,3976483,53,XLINK
167574.5,107434.5,3.31,0.44,30.5,0.074,164,0.2,12613,28.83291,-97.87463,5862,5693,973.1248902,686.10469,5540000,3905994,56,XLINK
256041,122329.5,3.01,0.34,31.1,0.068,134,0.23,12208,28.85876,-97.92744,6080,5895,968.956743,752.6368109,5712000,4436794,40,XLINK
169899,84140,2.34,0.06,16.5,0.052,576,0.47,10589,30.62147,-96.23553,7030,6811,2252.82631,1701.658347,15344000,11589995,52,XLINK
190794.5,109387,3.15,0.28,22.2,0.071,193,0.29,11806,29.32447,-97.31724,3852,3728,3035.407725,3449.259657,11316000,12858840,47,SLKW
136619,64714.5,3.93,0.57,28,0.088,142,0.21,11059,28.67662,-98.27261,6905,6672,1046.76259,760.8805456,6984000,5076595,47,XLINK
162722.5,90699.5,3,0.24,29.3,0.067,134,0.26,9795,28.49587,-98.76645,6488,6260,2052.076677,1895.803514,12846000,11867730,41,SLKW
189348.5,123325,3.15,0.28,22.2,0.07,193,0.29,11808,29.3244,-97.31732,3871,3727,3038.905286,3150.388248,11326000,11741497,47,SLKW
146275.5,79736.5,3.15,0.28,22.2,0.07,193,0.29,11814,29.32427,-97.31748,3856,3712,3008.081897,3706.085129,11166000,13756988,47,SLKW
281002.5,149719.5,2.23,0.1,22.3,0.051,141,0.35,10521,29.58375,-97.17328,6232,5989,1709.133411,2109.147604,10236000,12631685,41,XLINK
188492.5,99086.5,3.81,0.57,26.8,0.084,127,0.22,9752,28.41588,-98.89761,6481,6196,1978.373144,1788.97918,12258000,11084515,44,SLKW
123197,62656,3.53,0.5,28.4,0.076,120,0.24,7325,28.37243,-99.58067,5193,4956,1354.317998,1689.402946,6712000,8372681,49,SLKW
523288.5,145402,3.34,0.46,29.9,0.074,141,0.24,12436,28.9158,-97.83668,6589,6272,1945.153061,1376.820631,12200000,8635419,58,XLINK
284813.5,156054.5,3.3,0.44,27.9,0.073,126,0.23,9330,28.45679,-98.9308,6578,6233,2246.43029,2135.875983,14002000,13312915,43,SLKW
369100,58178.5,3.34,0.46,29.9,0.074,141,0.24,12445,28.91587,-97.83659,6686,6312,1912.547529,1366.415241,12072000,8624813,57,XLINK
120072.5,64022.5,3.53,0.5,28.4,0.076,120,0.24,7318,28.3725,-99.58073,5250,4953,1366.848375,1701.564304,6770000,8427848,49,SLKW
324070.5,167981,3.45,0.46,27.8,0.076,126,0.23,9355,28.45781,-98.91563,7507,7081,2128.795368,2127.545262,15074000,15065148,41,SLKW
108493,53849.5,3.53,0.5,28.4,0.076,120,0.24,7325,28.3724,-99.58065,5162,4863,1383.919391,1702.722805,6730000,8280341,47,SLKW
375852,61800.5,3.34,0.46,29.9,0.074,141,0.24,12446,28.91583,-97.83663,6665,6274,1933.694613,1359.019286,12132000,8526487,58,XLINK
257881,77714.5,4.19,0.66,27.6,0.091,118,0.2,10684,28.29213,-99.03594,6353,5972,125.0202612,51.31965841,746621,306481,64,XLINK
250117.5,143895.5,3.13,0.34,32,0.07,69,0.19,9423,28.16802,-99.51873,6868,6443,1685.55021,1176.182524,10860000,7578144,60,XLINK
290115.5,153796.5,3.84,0.6,27.5,0.085,164,0.21,12589,28.74648,-97.96992,7548,7029,992.1752739,682.0546308,6974000,4794162,59,XLINK
212341.5,91413,2.96,0.27,28.2,0.067,102,0.26,8129,28.68254,-98.81965,8768,8163,1472.742864,1346.788681,12022000,10993836,32,XLINK
134246.5,82647.5,3.07,0.35,29,0.068,116,0.28,7914,28.45099,-99.29239,5939,5523,2034.039471,1793.850444,11234000,9907436,41,XLINK
174063.5,79122.5,3.27,0.32,29.7,0.074,139,0.22,10870,28.50983,-98.54544,6702,6226,1256.986829,938.6472856,7826000,5844018,44,XLINK
154614,86924,3.27,0.32,29.7,0.074,139,0.22,10887,28.5099,-98.54544,6454,5989,1179.829688,973.9647687,7066000,5833075,44,XLINK
160776.5,59788,3.27,0.32,29.7,0.074,139,0.22,10874,28.50977,-98.54544,6829,6336,1202.335859,1002.449495,7618000,6351520,44,XLINK
156673.5,76892.5,2.96,0.27,28.2,0.067,102,0.26,8125,28.68258,-98.81965,8354,7745,1494.383473,1329.716204,11574000,10298652,34,XLINK
181623,109734,3.1,0.34,32.2,0.07,70,0.19,9423,28.16745,-99.51047,6456,5958,1704.263176,1200.158107,10154000,7150542,59,XLINK
251408.5,104972.5,3.1,0.34,32.2,0.07,70,0.19,9479,28.16744,-99.51038,6762,6229,1697.864826,1199.862257,10576000,7473942,59,XLINK
265219,122999,3.13,0.34,32,0.07,69,0.19,9387,28.16803,-99.51883,6784,6236,1679.923028,1143.301155,10476000,7129626,59,XLINK
87570,47539.5,4.3,0.63,26,0.092,188,0.23,6215,28.29736,-99.97351,5124,4700,714.0425532,1493.611915,3356000,7019976,50,SLKW
129999,74667,5.05,1.02,23,0.109,232,0.23,13372,28.91083,-97.67716,3719,3411,1488.126649,1057.576077,5076000,3607392,60,XLINK
261687,157847.5,3.84,0.6,27.5,0.085,165,0.21,12576,28.74645,-97.97001,6777,6207,1001.449976,675.6397616,6216000,4193696,62,XLINK
144127,70431.5,3.48,0.5,28.1,0.076,114,0.24,8705,28.53631,-99.03103,5833,5338,1548.145373,1378.462345,8264000,7358232,40,XLINK
247028.5,109554.5,3.1,0.34,32.2,0.07,70,0.19,9446,28.16745,-99.51043,6703,6127,1661.82471,1191.41668,10182000,7299810,59,XLINK
127004,81774.5,2.95,0.31,29.8,0.066,125,0.27,8941,28.43534,-99.17431,5537,5054,1985.358132,1757.013455,10034000,8879946,47,XLINK
271052.5,148641,3.84,0.6,27.5,0.085,165,0.21,12578,28.74642,-97.9701,6291,5735,997.3844813,675.0136007,5720000,3871203,59,XLINK
131396,85402.5,2.95,0.31,29.8,0.066,125,0.27,8909,28.43534,-99.17437,5577,5082,1979.929162,1753.452381,10062000,8911045,44,XLINK
128020.5,77112.5,5.05,1.02,23,0.109,232,0.23,13397,28.91081,-97.67725,4187,3810,1539.107612,1102.856955,5864000,4201885,60,XLINK
166189,79813.5,3.19,0.36,32,0.071,69,0.19,9305,28.1683,-99.52817,6815,6200,1708.709677,1197.434516,10594000,7424094,63,XLINK
333526.5,163641.5,3.36,0.38,23.4,0.075,176,0.26,12052,29.25454,-97.39815,6461,5865,1119.863598,1138.570332,6568000,6677715,76,XLINK
91570,50963.5,4.3,0.63,26,0.092,188,0.23,6190,28.29736,-99.97361,5138,4662,721.5787216,1515.460103,3364000,7065075,48,SLKW
80157.5,45922.5,4.3,0.63,26,0.092,188,0.23,6222,28.29736,-99.97347,5097,4624,727.0761246,1528.914792,3362000,7069702,50,SLKW
85118,49517.5,2.95,0.31,29.8,0.066,125,0.27,8851,28.43534,-99.17456,5553,5034,1979.737783,1702.86472,9966000,8572221,48,XLINK
93894.5,60684,3.53,0.5,28.4,0.076,120,0.24,7316,28.37253,-99.58075,5471,4956,1347.054076,1603.574657,6676000,7947316,47,SLKW
99902.5,67168.5,3.48,0.5,28.1,0.076,114,0.24,8699,28.53635,-99.03101,6014,5446,1584.282042,1414.442159,8628000,7703052,41,XLINK
120018,75884.5,2.95,0.31,29.8,0.066,125,0.27,8885,28.43534,-99.1745,5493,4974,2022.114998,1789.873542,10058000,8902831,46,XLINK
85103.5,56090.5,2.95,0.31,29.8,0.066,125,0.27,8900,28.43534,-99.17443,5520,4997,1975.585351,1771.231539,9872000,8850844,46,XLINK
320520.5,131421,3.13,0.34,32,0.07,69,0.19,9442,28.16802,-99.51869,6970,6308,1686.112873,1175.92676,10636000,7417746,61,XLINK
40867.5,15846.5,2.63,0.02,16.6,0.058,404,0.45,8360,30.58527,-96.50358,8880,8020,632.1695761,621.6422693,5070000,4985571,41,XLINK
389714,147897.5,3.13,0.34,32,0.07,69,0.19,9395,28.16802,-99.51878,6817,6141,1721.869402,1198.439668,10574000,7359618,59,XLINK
475093,241648,4.97,0.97,24.6,0.107,213,0.21,12942,28.89927,-97.73607,5144,4632,1250.863558,1022.327288,5794000,4735420,56,XLINK
187078,97706,5.05,1.02,23,0.109,232,0.23,13327,28.91082,-97.67721,3975,3569,1525.357243,1093.358924,5444000,3902198,62,XLINK
260693.5,124571,3.16,0.34,32,0.071,67,0.19,9280,28.16826,-99.52817,6911,6201,1710.046767,1209.107886,10604000,7497678,61,XLINK
315336.5,122535,3.13,0.34,32,0.07,69,0.19,9367,28.16803,-99.51887,6879,6165,1716.139497,1189.223358,10580000,7331562,58,XLINK
229347,124934.5,5.05,1.02,23,0.109,232,0.23,13390,28.91084,-97.67712,3677,3286,1553.864881,1099.906573,5106000,3614293,61,XLINK
199954,102963,5.05,1.02,23,0.109,232,0.23,13426,28.9108,-97.6773,4846,4327,1517.448579,1115.82667,6566000,4828182,64,XLINK
113710,51929,3.53,0.5,28.4,0.076,120,0.24,7335,28.37233,-99.58059,5606,4998,1341.336535,1699.80012,6704000,8495601,48,SLKW
112397.5,57315,2.34,0.06,16.5,0.052,576,0.47,10452,30.62159,-96.2354,9190,8190,1894.261294,1283.427839,15514000,10511274,53,GEL
373219.5,141396,3.94,0.57,26.8,0.089,142,0.21,11764,28.71396,-98.07587,6599,5871,1947.198092,1481.77738,11432000,8699515,62,XLINK
86492,54640.5,3.94,0.58,27.7,0.084,143,0.22,7186,28.36716,-99.74352,7108,6322,1380.259412,1684.998576,8726000,10652561,50,SLKW
420069.5,154091,3.94,0.57,26.8,0.089,142,0.21,11745,28.7141,-98.07576,7051,6254,1971.21842,1501.408858,12328000,9389811,61,XLINK
274711.5,57659,3.88,0.49,24.4,0.084,164,0.27,12470,29.10543,-97.58296,5678,5029,2018.691589,1432.933188,10152000,7206221,50,XLINK
87026.5,46247.5,4.3,0.63,26,0.092,188,0.23,6174,28.29736,-99.97365,5230,4606,728.6148502,1555.931394,3356000,7166620,50,SLKW
307929.5,165556.5,2.23,0.1,22.3,0.051,141,0.35,10502,29.58375,-97.17322,7074,6228,1983.30122,2479.388889,12352000,15441634,41,XLINK
115536.5,55084,3.48,0.5,28.1,0.076,114,0.24,8703,28.53627,-99.03104,5855,5153,1604.114108,1468.630701,8266000,7567854,46,XLINK
187132,80401.5,3.94,0.57,26.8,0.089,142,0.21,11763,28.71405,-98.0758,6979,6104,1947.247706,1483.158257,11886000,9053198,61,XLINK
150316,71224,2.48,0.04,18.2,0.055,345,0.41,7954,30.50535,-96.62062,8594,7450,1775.57047,848.9131544,13228000,6324403,42,XLINK
558558.5,268877.5,4.97,0.97,24.6,0.107,213,0.21,13039,28.89927,-97.73588,4848,4202,1254.164683,1219.382437,5270000,5123845,57,XLINK
443404,169139.5,3.7,0.41,22.7,0.08,152,0.28,12779,29.12003,-97.5174,3973,3440,1979.651163,1378.986628,6810000,4743714,58,XLINK
54754,1883.5,3.38,0.4,27.4,0.076,130,0.24,10679,28.58105,-98.41745,4980,4290,1350.582751,1743.384149,5794000,7479118,45,XLINK
260829.5,41291,3.88,0.49,24.4,0.084,164,0.27,12485,29.10551,-97.58313,6050,5189,1864.713818,1327.712661,9676000,6889501,51,XLINK
247921,42925.5,3.88,0.49,24.4,0.084,164,0.27,12479,29.10545,-97.58302,5869,5027,1926.397454,1369.678536,9684000,6885374,51,XLINK
256003,39895.5,3.88,0.49,24.4,0.084,164,0.27,12479,29.10548,-97.58307,5926,5059,2005.930026,1430.056138,10148000,7234654,54,XLINK
63655,36462,2.82,0.33,33.5,0.064,40,0.25,10761,28.95891,-97.93427,5545,4671,1709.269964,1937.080283,7984000,9048102,43,XLINK
287953.5,153833,3.7,0.41,22.7,0.08,152,0.28,12772,29.12007,-97.51745,4031,3228,258.5312887,234.6031599,834539,757299,54,XLINK
80962.5,47910,2.82,0.33,33.5,0.064,40,0.25,10768,28.95887,-97.93433,5882,4663,1748.230753,2059.336693,8152000,9602687,43,XLINK
99451,46062,2.79,0.33,33.7,0.063,40,0.25,10770,28.95884,-97.9344,6254,4663,1755.522196,1920.679176,8186000,8956127,43,XLINK
141562.5,57502,3.7,0.45,28.4,0.081,164,0.21,10724,28.42935,-98.69925,7879,5384,1273.402675,902.2864042,6856000,4857910,47,XLINK
98330.5,51591,3.7,0.45,28.4,0.081,164,0.21,10740,28.42928,-98.69922,8004,4781,1258.732483,899.2754654,6018000,4299436,45,XLINK
260753.5,134132,4.34,0.82,26.3,0.095,158,0.21,12723,28.9307,-97.77661,5506,2688,1857.142857,1350.19122,4992000,3629314,59,XLINK
122888,61101.5,3.32,0.32,25.6,0.075,146,0.26,10813,29.24935,-97.50509,5558,6327,1186.97645,637.4754228,7510000,4033307,44,XLINK
86189,42606,3.31,0.32,25.7,0.074,146,0.26,10721,29.24933,-97.50527,5840,6614,1174.780768,629.4368007,7770000,4163095,45,XLINK
91412.5,34289,3.32,0.32,25.6,0.075,146,0.26,10739,29.24935,-97.50499,5578,6274,1103.283392,620.3951227,6922000,3892359,43,XLINK
356256,201856.5,3.31,0.37,23.7,0.074,175,0.26,12015,29.25595,-97.40381,6535,6630,951.4328808,812.8659125,6308000,5389301,80,GEL
341554.5,149983,3.31,0.37,23.7,0.074,175,0.26,12020,29.25595,-97.40376,6538,6598,954.2285541,859.1482267,6296000,5668660,78,XLINK
583251,273112,3.13,0.31,26.9,0.069,142,0.29,11455,29.10281,-97.66578,4985,5015,3444.067797,2885.965304,17272000,14473116,43,SLKW
431476.5,204110.5,3.13,0.31,26.9,0.069,142,0.29,11489,29.10286,-97.6661,5396,5402,3443.909663,3318.660866,18604000,17927406,43,SLKW
265993,119501.5,3.25,0.36,24.1,0.072,172,0.26,12076,29.253,-97.41156,5541,5538,1264.716504,1384.967136,7004000,7669948,51,XLINK
397436,210853,3.13,0.31,26.9,0.069,142,0.29,11490,29.10284,-97.66601,5284,5266,3446.25902,3037.167869,18148000,15993726,42,SLKW
72412,42474.5,3.32,0.32,25.7,0.074,146,0.26,10738,29.24934,-97.50518,5718,5686,1053.816391,606.7430531,5992000,3449941,49,XLINK
164706,80503,3.16,0.3,27.6,0.07,82,0.28,8620,28.75918,-98.51536,8343,8274,2131.979695,2129.989848,17640000,17623536,34,SLKW
308362.5,171064,3.25,0.36,24.1,0.072,172,0.26,12149,29.25304,-97.41147,5466,5407,1185.500277,1280.489366,6410000,6923606,51,XLINK
434693,245247,3.13,0.31,26.9,0.069,142,0.29,11474,29.10283,-97.66588,5235,5168,3446.20743,2997.213622,17810000,15489600,43,SLKW
188250.5,81736.5,3.16,0.3,27.6,0.07,82,0.28,8645,28.75918,-98.51525,8025,7903,1827.154245,1657.248893,14440000,13097238,34,SLKW
278870.5,147490,2.74,0.21,30.1,0.062,141,0.24,10447,28.48729,-98.66557,6205,6097,2877.480728,2381.807118,17544000,14521878,43,SLKW
154128.5,71244.5,3.26,0.44,30,0.073,152,0.23,12673,28.9002,-97.82443,4271,4196,1897.521449,1191.231173,7962000,4998406,52,XLINK
206668,91185.5,2.81,0.22,30.8,0.064,99,0.27,9414,28.74202,-98.41186,8415,8261,1735.383126,1784.122988,14336000,14738640,38,SLKW
369495.5,234536.5,3.25,0.36,24.1,0.072,172,0.26,12105,29.25305,-97.41143,5549,5445,1176.124885,1289.638567,6404000,7022082,51,XLINK
138271,64036.5,2.49,0.04,18.2,0.055,345,0.41,7939,30.5054,-96.62088,7538,7382,1909.780547,1082.797209,14098000,7993209,42,XLINK
86749,22728.5,1.97,0.08,24.4,0.046,140,0.33,10075,29.55303,-97.23683,4342,4251,2956.480828,2561.722183,12568000,10889881,37,SLKW
460113.5,189126.5,4.47,0.66,24.3,0.095,164,0.25,11673,29.14216,-97.5715,7240,7077,2949.837502,2735.901088,20876000,19361972,42,SLKW
201875.5,104388.5,3.09,0.28,30,0.068,132,0.24,9590,28.49361,-98.80754,7526,7352,2278.291621,2181.115071,16750000,16035558,41,SLKW
294051,95630,2.74,0.21,30.1,0.062,141,0.24,10448,28.4872,-98.66554,6310,6164,2846.203764,2545.885464,17544000,15692838,43,SLKW
198246,108895.5,3.7,0.56,26.4,0.082,118,0.25,7836,28.45316,-99.3907,7896,7685,2082.758621,1766.599349,16006000,13576316,45,GEL
262679.5,139811.5,3.7,0.56,26.4,0.082,118,0.25,7826,28.45316,-99.39076,7851,7640,2042.146597,1756.75445,15602000,13421604,44,SLKW
99907.5,43075.5,3.03,0.27,28.4,0.067,74,0.28,8293,28.79659,-98.53535,6820,6636,1407.172996,1070.027577,9338000,7100703,33,XLINK
370033,144161.5,4.34,0.82,26.3,0.095,158,0.21,12754,28.93073,-97.77666,5577,5419,1941.317586,1390.465215,10520000,7534931,57,XLINK
230986,116414.5,3.13,0.33,29,0.071,120,0.25,10771,28.9022,-98.01181,5055,4894,1071.516142,794.9650593,5244000,3890559,45,XLINK
245644.5,133841.5,2.74,0.21,30.1,0.062,141,0.24,10470,28.48738,-98.6656,5988,5796,3004.140787,2407.297101,17412000,13952694,43,SLKW
192046.5,104918,3.13,0.33,29,0.071,120,0.25,10772,28.90221,-98.01153,5283,5106,1025.460243,743.3080689,5236000,3795331,45,XLINK
323125.5,184725.5,3.25,0.36,24.1,0.072,172,0.26,12075,29.25299,-97.4116,5552,5364,1235.645041,1366.445377,6628000,7329613,51,XLINK
152960,42675.5,1.97,0.08,24.4,0.046,140,0.33,10050,29.55294,-97.23684,4301,4153,2898.627498,2385.250421,12038000,9905945,37,SLKW
82632,38593,1.98,0.08,24.5,0.047,141,0.33,10036,29.5517,-97.23847,3905,3770,3050.397878,2623.338992,11500000,9889988,37,SLKW
274412,150940.5,3.08,0.33,29.5,0.068,126,0.24,9235,28.50045,-98.87348,6248,6023,1924.954342,2079.47219,11594000,12524661,41,SLKW
272160.5,138384,2.99,0.27,28.3,0.068,100,0.26,8028,28.68934,-98.78301,8063,7771,1958.821259,1937.226354,15222000,15054186,35,SLKW
87705,41416,3.02,0.27,28.4,0.067,74,0.28,8307,28.79692,-98.53535,6885,6635,1409.19367,1084.251997,9350000,7194012,32,XLINK
352742.5,151298.5,4.33,0.82,26.3,0.095,158,0.21,12728,28.93076,-97.77671,5746,5530,1979.023508,1350.397107,10944000,7467696,61,XLINK
166650.5,95770,3.13,0.33,29,0.071,120,0.25,10780,28.9022,-98.01172,5059,4865,1035.149024,754.0419322,5036000,3668414,45,XLINK
137980.5,73985.5,3.93,0.57,28,0.088,142,0.21,11053,28.67656,-98.27268,7287,6989,1063.671484,769.7314351,7434000,5379653,45,XLINK
216338.5,109268.5,3.13,0.33,29,0.071,120,0.25,10779,28.9022,-98.01162,5167,4953,1059.156067,778.2961841,5246000,3854901,44,XLINK
164175.5,66971.5,3.57,0.51,28.5,0.079,111,0.21,6112,28.78315,-99.38788,6859,6572,1999.695679,1430.428484,13142000,9400776,33,XLINK
101373.5,36328.5,1.98,0.08,24.5,0.047,141,0.33,10042,29.55179,-97.23847,4009,3840,2997.916667,2481.652083,11512000,9529544,37,SLKW
654000,339146,4.47,0.66,24.3,0.095,164,0.25,11715,29.1421,-97.57141,7935,7597,2993.550086,2758.96933,22742000,20959890,42,SLKW
150131,74241.5,1.92,0.07,24.7,0.045,137,0.33,9900,29.55364,-97.2468,5612,5356,1929.051531,2248.082338,10332000,12040729,38,SLKW
298908,154297.5,3.69,0.55,26.4,0.082,118,0.25,7826,28.45277,-99.38972,7683,7310,1765.526676,1740.768399,12906000,12725017,44,GEL
